EP_id,Publications_in_venue,Original_Title,Country_of_Publication,ERIH_PLUS_Disciplines,disc_count
474222,64,Teme,Serbia,Interdisciplinary research in the Social Sciences,1
496472,64,"Translation, Cognition and Behavior",Netherlands,"Science and Technology Studies, Linguistics, Philosophy, Psychology, Interdisciplinary research in the Social Sciences",5
486064,64,Humanities and Social Sciences,Poland,"Economics, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",3
490456,64,Ecocycles,Hungary,"Anthropology, Environmental Studies",2
482412,64,Muzikološki zbornik,Slovenia,Musicology,1
440322,64,Ériu,Ireland,Linguistics,1
498655,64,EGE Revista de Expresión Gráfica en la Edificaciónla Edificación,Spain,Art and Art History,1
446583,64,Revue d'histoire ecclésiastique,Belgium,"History, Religious Studies and Theology",2
489695,64,Santander Art and Culture Law Review,Poland,"Art and Art History, Law",2
486831,64,ELOPE: English Language Overseas Perspectives and Enquiries,Slovenia,"Art and Art History, Linguistics, Literature",3
496594,64,Access to Justice in Eastern Europe,Ukraine,Law,1
485432,63,Financial Assets and Investing,Czechia,"Business and Management, Economics",2
437249,63,Acta Protozoologica,Poland,Science and Technology Studies,1
493240,63,Politeia - Naučni časopis Fakulteta političkih nauka u Banjoj Luci za društvena pitanja,Bosnia and Herzegovina,"Media Studies and Communication, Political Sciences and International Relations, Sociology, Interdisciplinary research in the Social Sciences",4
487421,63,Diacronie. Studi di Storia Contemporanea,Italy,"History, Political Sciences and International Relations",2
486888,63,Przegląd Badań Edukacyjnych,Poland,Pedagogical & Educational Research,1
492977,63,Zbornik radova Akademije umetnosti,Serbia,"Art and Art History, Film and Theatre Studies, Musicology, Interdisciplinary research in the Humanities",4
497059,63,Artefactos. Revista de estudios sobre la ciencia y la tecnología,Spain,"History & Philosophy of Science, Science and Technology Studies, Philosophy",3
488791,63,Revista de Bioética y Derecho,Spain,"Interdisciplinary research in the Humanities, Law",2
485240,63,Security Dimensions: International & National Studies,Poland,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Political Sciences and International Relations",3
483617,63,Nordic Tax Journal,Denmark,"Economics, Law",2
485212,62,Lexicography,Germany,Linguistics,1
486015,62,Sociología del Trabajo,Spain,Sociology,1
486173,62,Przegląd Biblioteczny,Poland,Library and Information Science,1
449281,62,Scolia,France,Linguistics,1
499500,62,Perifèria. Revista de recerca i formació en antropologia,Spain,"Anthropology, Cultural Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",4
499029,62,Open Political Science,Poland,Political Sciences and International Relations,1
485166,62,Österreichische Zeitschrift für Politikwissenschaft,Austria,"Interdisciplinary research in the Social Sciences, Political Sciences and International Relations",2
488558,62,Oradea Journal of Business and Economics,Romania,"Business and Management, Economics, Interdisciplinary research in the Social Sciences",3
482899,62,Cuadernos de Filología Italiana,Spain,"Linguistics, Literature",2
489829,62,Social Communication,Poland,Media Studies and Communication,1
447213,62,Studi francesi,Italy,Literature,1
480322,62,Journal of Language Modelling,Poland,"Interdisciplinary research in the Humanities, Linguistics",2
483747,62,Pecia: Le livre et l'écrit,Belgium,"History, Interdisciplinary research in the Humanities",2
486547,62,Review of Religion and Chinese Society,Netherlands,"Interdisciplinary research in the Social Sciences, Religious Studies and Theology, Sociology",3
489559,62,3C Tecnología: Glosas de innovación aplicadas a la pyme,Spain,"Science and Technology Studies, Social Statistics and Informatics",2
499222,62,Sympozjum. Półrocznik teologiczny,Poland,Religious Studies and Theology,1
479864,62,Revista Romana de Comunicare si Relatii Publice,Romania,"Interdisciplinary research in the Social Sciences, Media Studies and Communication",2
498653,62,Buhalterinės apskaitos teorija ir praktika,Lithuania,Business and Management,1
496812,62,Rozwój Regionalny i Polityka Regionalna,Poland,"Demography, Economics, Political Sciences and International Relations, Sociology, Human Geography and Urban Studies",5
485426,62,Prace Geograficzne,Poland,"Environmental Studies, Human Geography and Urban Studies",2
486646,62,Studia universitatis Babes-Bolyai Educatio Artis Gymnasticae,Romania,"Interdisciplinary research in the Humanities, Pedagogical & Educational Research",2
490917,62,Revista Tradumàtica. Tecnologies de la Traducció,Spain,"Linguistics, Interdisciplinary research in the Humanities",2
496939,62,"Синопсис: текст, контекст, медіа",Ukraine,"Media Studies and Communication, Linguistics, Literature, Interdisciplinary research in the Humanities",4
444225,62,K&K: kultur og klasse,Denmark,Literature,1
482038,62,"Trocadero. Revista del Departamento de Historia Moderna, Contemporánea, de América y del Arte",Spain,History,1
470481,61,Arbeidsrett,Norway,Law,1
485220,61,Revista Lusófona de Educação,Portugal,"Cultural Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Pedagogical & Educational Research",4
483657,61,REDIMAT - Journal of Research in Mathematics Education,Spain,Pedagogical & Educational Research,1
468718,61,Pamiętnik Literacki,Poland,Literature,1
486155,61,"Transactions of the VSB – Technical University of Ostrava, Safety Engineering Series",Czechia,"Environmental Studies, Science and Technology Studies",2
485942,61,Ameryka Łacińska. Kwartalnik analityczno-informacyjny,Poland,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",2
485869,61,Wielogłos - Pismo Wydziału Polonistyki Uniwersytetu Jagiellońskiego,Poland,Literature,1
485887,61,European Journal of Analytic Philosophy,Croatia,Philosophy,1
499139,61,Journal of Contemporary Chinese Art,United Kingdom,"Art and Art History, Interdisciplinary research in the Social Sciences",2
484153,61,Zarządzanie w Kulturze,Poland,"Business and Management, Cultural Studies",2
485568,61,Investigación en la escuela,Spain,Pedagogical & Educational Research,1
485549,61,Kamchatka. Revista de análisis cultural,Spain,"Cultural Studies, Literature",2
484097,61,Classica Cracoviensia,Poland,"Classical Studies, Linguistics, Literature",3
418427,61,FACHSPRACHE,Austria,"Linguistics, Media Studies and Communication",2
486891,61,Rocznik Przekładoznawczy,Poland,"Linguistics, Literature",2
491012,60,The Modern Higher Education Review,Ukraine,Pedagogical & Educational Research,1
476088,60,Archaeologia Baltica,Lithuania,Archaeology,1
487676,60,ICTE Journal,Czechia,"Interdisciplinary research in the Social Sciences, Library and Information Science, Media Studies and Communication, Pedagogical & Educational Research",4
496779,60,International Journal of Taiwan Studies,Netherlands,"Cultural Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",3
484134,60,Nordisk politiforskning,Norway,Law,1
487500,60,Jelentés és Nyelvhasználat,Hungary,Linguistics,1
487502,60,GfK Marketing Intelligence Review,Germany,Business and Management,1
491578,60,ESTUDIOS HUMANISTICOS FILOLOGIA,Spain,"Classical Studies, Linguistics, Literature, Interdisciplinary research in the Humanities",4
486027,60,KOME - An International Journal of Pure Communication Inquiry,Hungary,"Interdisciplinary research in the Social Sciences, Media Studies and Communication",2
490467,60,Relations. Beyond Anthropocentrism,Italy,"Environmental Studies, Philosophy",2
447133,60,Spiegel der Letteren,Belgium,Literature,1
497100,60,Avances de Investigación en Educación Matemática (AIEM),Spain,Pedagogical & Educational Research,1
493404,60,Society Register,Poland,"Sociology, Pedagogical & Educational Research, Interdisciplinary research in the Social Sciences",3
490698,60,Metodo. International Studies in Phenomenology and Philosophy,Italy,Philosophy,1
487817,60,Праці Одеського політехнічного університету,Ukraine,"Environmental Studies, Science and Technology Studies",2
500058,60,Actas de Arquitectura Religiosa Contemporánea,Spain,"Art and Art History, History, Human Geography and Urban Studies, Religious Studies and Theology",4
494038,59,Збірник наукових праць «Історія народного господарства та економічної думки України»,Ukraine,"History, Economics",2
496678,59,Folia Philosophica. Ethica – Aesthetica – Practica,Poland,Philosophy,1
479725,59,The Journal of Medieval Monastic Studies,Belgium,"History, Religious Studies and Theology",2
450925,59,Austrian Studies,United Kingdom,Literature,1
471073,59,Dicenda. Cuadernos de Filología Hispánica,Spain,"Linguistics, Literature",2
471086,59,Verba Hispánica,Slovenia,"Linguistics, Literature",2
492981,59,"Journal of Nationalism, Memory & Language Politics",Czechia,"History, Political Sciences and International Relations, Linguistics",3
493309,59,Journal of Regional Security (JRS),Serbia,Political Sciences and International Relations,1
484974,59,Britain and the World: Historical Journal of The British Scholar Society,United Kingdom,History,1
501913,59,Наукові записки Малої академії наук України,Ukraine,Pedagogical & Educational Research,1
484550,59,Journal of Islamic Manuscripts,Netherlands,"Cultural Studies, History",2
487015,59,Short Fiction in Theory & Practice,United Kingdom,"Cultural Studies, Literature",2
485231,59,Przegląd Strategiczny,Poland,"Interdisciplinary research in the Social Sciences, Political Sciences and International Relations",2
483085,59,Sculpture Journal,United Kingdom,Art and Art History,1
483904,58,Multidisciplinary Journal of Educational Research,Spain,"Pedagogical & Educational Research, Psychology, Sociology",3
496675,58,Acta Universitatis Lodziensis. Folia Historica,Poland,History,1
483950,58,Wieś i Rolnictwo,Poland,"Demography, Economics, Interdisciplinary research in the Social Sciences, Sociology",4
487715,58,Revista Catalana de Dret Ambiental,Spain,"Environmental Studies, Law",2
500235,58,Archivos de Prevención de Riesgos Laborales,,"Law, Science and Technology Studies, Interdisciplinary research in the Social Sciences",3
484780,58,Studia z Teorii Wychowania,Poland,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Pedagogical & Educational Research",3
488711,58,Journal of Management and Business Administration. Central Europe,Poland,Business and Management,1
486826,58,Teresianum,Italy,Religious Studies and Theology,1
497848,58,"International Journal for History, Culture and Modernity",Netherlands,"Anthropology, Art and Art History, Gender Studies, History, Cultural Studies, Media Studies and Communication, Film and Theatre Studies, Political Sciences and International Relations, Sociology, Interdisciplinary research in the Humanities",10
497795,58,Kwartalnik Prawa Podatkowego,Poland,Law,1
486374,58,DIALOGO,Romania,"Anthropology, Art and Art History, Cultural Studies, History, History & Philosophy of Science, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Law, Philosophy, Psychology, Religious Studies and Theology, Sociology",12
491191,58,Transactions of the International Society for Music Information Retrieval,,"Classical Studies, Library and Information Science, Musicology",3
481814,58,Sprawozdania Archeologiczne,Poland,Archaeology,1
486461,58,East Asian Pragmatics,United Kingdom,"Cultural Studies, Linguistics, Media Studies and Communication",3
491065,58,"Вісник Харківського національного університету імені В. Н. Каразіна, серія «Філологія»",Ukraine,"Linguistics, Literature",2
486889,58,Przegląd Prawa Ochrony Środowiska,Poland,"Environmental Studies, Law",2
488342,58,Contabilità e cultura aziendale,Italy,Economics,1
496968,58,Економічний вісник університету,Ukraine,"Business and Management, Economics, Interdisciplinary research in the Social Sciences",3
485685,57,Acta Universitatis Nicolai Copernici Zarządzanie,Poland,"Business and Management, Economics",2
481510,57,Archaeologia Austriaca,Austria,Archaeology,1
478911,57,Polish Journal of Philosophy,Poland,Philosophy,1
486522,57,Intellectual History of the Islamicate World,Netherlands,"Cultural Studies, History",2
448307,57,Zeitschrift für deutsche Philologie,Germany,"Cultural Studies, Film and Theatre Studies, Gender Studies, History, Linguistics, Literature",6
485397,57,Roczniki Nauk Społecznych,Poland,"Interdisciplinary research in the Social Sciences, Political Sciences and International Relations, Sociology",3
501875,57,European Polygraph,Poland,"Law, Psychology, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",4
488183,57,Zer revista de estudios de comunicación,Spain,"Cultural Studies, Film and Theatre Studies, Library and Information Science, Media Studies and Communication",4
481981,57,Sagvntvm -Papeles del Laboratorio de Arqueología de Valencia,Spain,Archaeology,1
486523,57,International Human Rights Law Review,Netherlands,"Law, Sociology",2
485037,57,RISE- Revista Internacional de Socioloía de la Educación,Spain,"Pedagogical & Educational Research, Sociology",2
445413,57,Onoma,Belgium,"Interdisciplinary research in the Humanities, Linguistics",2
468717,57,Napis. Pismo poświęcone literaturze okolicznościowej i użytkowej,Poland,"Interdisciplinary research in the Humanities, Literature",2
486189,57,Konteksty Kultury,Poland,Literature,1
499209,57,"Drawing: Research, Theory, Practice",United Kingdom,Art and Art History,1
485488,56,Fascism: Journal of Comparative Fascist Studies,Netherlands,"History, Interdisciplinary research in the Humanities",2
480252,56,Masculinidades y cambio social,Spain,"Gender Studies, Sociology",2
498870,56,Journal of Capital Markets Studies,United Kingdom,"Business and Management, Economics, Social Statistics and Informatics, Interdisciplinary research in the Social Sciences",4
498793,56,Економічні інновації,Ukraine,Economics,1
486220,56,Studia z Prawa Wyznaniowego,Poland,"Anthropology, Interdisciplinary research in the Social Sciences, Law, Religious Studies and Theology",4
494978,56,Technology audit and production reserves,Ukraine,"Business and Management, Economics, Interdisciplinary research in the Social Sciences",3
488195,56,Zarządzanie Mediami,Poland,"Business and Management, Media Studies and Communication",2
495207,56,Lex Portus,Ukraine,Law,1
493147,56,CIVITAS,Serbia,"History, Film and Theatre Studies, Business and Management, Demography, Economics, Law, Political Sciences and International Relations, Sociology, Linguistics, Literature, Philosophy, Psychology, Interdisciplinary research in the Social Sciences",13
482400,56,Arheološki vestnik,Slovenia,Archaeology,1
498525,56,ScienceRise: Pedagogical Education,Ukraine,Pedagogical & Educational Research,1
495145,56,СХІД,Ukraine,"Archaeology, Gender Studies, History, History & Philosophy of Science, Cultural Studies, Philosophy, Religious Studies and Theology, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",9
494632,56,Revista Razon Critica,Spain,"Gender Studies, Cultural Studies, Law, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",5
481408,56,The Journal of Media Innovations,Norway,Media Studies and Communication,1
476357,56,Ibersid: revista de sistemas de información y documentación,Spain,"Library and Information Science, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",3
484152,56,Psychologia Rozwojowa,Poland,"Interdisciplinary research in the Social Sciences, Psychology",2
491331,56,MEST Journal,Serbia,"Media Studies and Communication, Business and Management, Economics, Law, Political Sciences and International Relations, Science and Technology Studies, Pedagogical & Educational Research",7
501942,56,"Language, Context and Text: The Social Semiotics Forum",Netherlands,Linguistics,1
486261,56,"Ìnstitut buhgaltersʹkogo oblìku, kontrolʹ ta analìz v umovah globalìzacìï",Ukraine,"Business and Management, Economics, Interdisciplinary research in the Social Sciences",3
483911,56,AVANT. Pismo awangardy filozoficzno-naukowej,Poland,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",2
499024,56,Ošetřovatelské perspektivy,Czechia,"Philosophy, Psychology, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",4
484740,56,Management and Business Administration. Central Europe,Poland,"Business and Management, Economics",2
491373,55,Europäisches Journal für Minderheitenfragen,Germany,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",2
485476,55,Philosophy and Cosmology,Ukraine,"Science and Technology Studies, Philosophy",2
490568,55,Taikomoji kalbotyra,Lithuania,Linguistics,1
496981,55,Українська біографістика = Biographistica Ukrainica [Ukraïnsʹka bìografìstika],Ukraine,"History, Library and Information Science, Interdisciplinary research in the Social Sciences",3
479755,55,Δελτίον της Χριστιανικής Αρχαιολογικής Εταιρίας,Greece,"Archaeology, Art and Art History",2
497575,55,Journal of Language and Discrimination,United Kingdom,"Anthropology, Gender Studies, Cultural Studies, Media Studies and Communication, Sociology, Linguistics, Psychology, Interdisciplinary research in the Social Sciences",8
497587,55,"The Agenda Setting Journal: Theory, Practice, Critique",Netherlands,"Media Studies and Communication, Political Sciences and International Relations",2
486905,55,Journal of New Zealand & Pacific Studies,United Kingdom,"Cultural Studies, Human Geography and Urban Studies, Political Sciences and International Relations",3
497565,55,Актуальні питання масової комунікації,Ukraine,"Media Studies and Communication, Interdisciplinary research in the Humanities",2
480303,55,Revija za sociologiju,Croatia,"Interdisciplinary research in the Social Sciences, Sociology",2
500064,55,Biografistyka Pedagogiczna,Poland,"Anthropology, History, History & Philosophy of Science, Cultural Studies, Sociology, Literature, Pedagogical & Educational Research, Religious Studies and Theology, Interdisciplinary research in the Humanities",9
498733,55,Мовні і концептуальні картини світу,Ukraine,"Linguistics, Literature",2
481606,55,Kwartalnik Historyczny,Poland,History,1
498154,55,Visnyk of the National Bank of Ukraine,Ukraine,Economics,1
485167,55,Journal of Islamic Archaeology,United Kingdom,"Archaeology, Religious Studies and Theology",2
474903,55,Ikon - Journal of the iconographic studies,Croatia,Art and Art History,1
493685,55,Safety & Fire Technology,Poland,Science and Technology Studies,1
498400,55,Право та інновації,Ukraine,"Economics, Law, Sociology",3
484742,55,Historia i Polityka,Poland,"History, Political Sciences and International Relations",2
502122,55,Revista de Economía Aplicada,United Kingdom,"Business and Management, Economics",2
487001,54,Kurdish Studies,United Kingdom,"Anthropology, History, Cultural Studies, Demography, Political Sciences and International Relations, Sociology, Human Geography and Urban Studies, Linguistics, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",10
438393,54,Bibliotheca Orientalis,Netherlands,Archaeology,1
489082,54,Perspectives médiévales,France,"Art and Art History, Interdisciplinary research in the Humanities, Linguistics, Literature",4
490532,54,Journal for Research in Arts and Sports Education,Norway,"Art and Art History, Film and Theatre Studies, Literature, Musicology, Pedagogical & Educational Research, Interdisciplinary research in the Humanities",6
479999,54,European Comic Art,United Kingdom,"Cultural Studies, Interdisciplinary research in the Humanities",2
485706,54,Papeles de Europa,Spain,Economics,1
486483,54,Erasmus Studies,Netherlands,History,1
482872,54,Historia Contemporánea,Spain,History,1
482587,54,Ex Aequo,Portugal,Gender Studies,1
485926,54,Czytanie Literatury. Łódzkie Studia Literaturoznawcze,Poland,"Cultural Studies, Literature",2
504068,54,"Zbornik radova Departmana za geografiju, turizam i hotelijerstvo",Serbia,"Business and Management, Environmental Studies, Human Geography and Urban Studies",3
485349,54,Journal of Early Modern Studies,Romania,"History & Philosophy of Science, Philosophy",2
488679,54,Rusin,Moldova,"Anthropology, Archaeology, Demography, History, Linguistics, Literature, Political Sciences and International Relations",7
485652,54,NEOFILOLOG,Poland,"Linguistics, Pedagogical & Educational Research",2
488409,54,"Сучасне суспільство: політичні науки, соціологічні науки, культурологічні науки",Ukraine,Political Sciences and International Relations,1
488206,54,Емінак,Ukraine,"Archaeology, Art and Art History, Cultural Studies, History, History & Philosophy of Science, Political Sciences and International Relations, Religious Studies and Theology",7
485932,54,Polityka i Społeczeństwo,Poland,"Interdisciplinary research in the Social Sciences, Political Sciences and International Relations",2
483591,54,Scandinavian Journal for Leadership & Theology,Norway,"Business and Management, Religious Studies and Theology, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",4
504070,54,International Journal of Learning and Teaching,Cyprus,Pedagogical & Educational Research,1
488932,53,"Annales Universitatis Mariae Curie-Skłodowska, Sectio K: Politologia",Poland,"History, Media Studies and Communication, Philosophy, Political Sciences and International Relations",4
490952,53,Journal of Urban and Regional Analysis,Romania,Human Geography and Urban Studies,1
485053,53,Journal for Perspectives of Economic Political and Social Integration. Journal for Mental Changes,Poland,"Business and Management, Cultural Studies, Economics, Environmental Studies, History & Philosophy of Science, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Linguistics, Media Studies and Communication, Pedagogical & Educational Research, Philosophy, Political Sciences and International Relations, Psychology, Sociology",14
488362,53,Kalbų Studijos,Lithuania,Linguistics,1
483290,53,Verbum Analecta Neolatina,Hungary,"Art and Art History, Linguistics, Literature",3
482533,53,Ethnolinguistics. Problems of Language and Culture,Poland,"Anthropology, Cultural Studies, Linguistics",3
470607,53,Proceedings of the Society of Antiquaries of Scotland,United Kingdom,"Art and Art History, Archaeology",2
505221,53,"Біорізноманіття, екологія та експериментальна біологія",Ukraine,Science and Technology Studies,1
483580,53,Kairos: Revista de Filosofia & Ciência,Portugal,"History & Philosophy of Science, Philosophy",2
502987,53,Filozofski Godišnjak,Serbia,Philosophy,1
482910,53,Locus Amoenus,Spain,Art and Art History,1
481068,53,Archaeofauna,Spain,Archaeology,1
488154,53,Cuadernos de Gobierno y Administración Pública,Spain,Political Sciences and International Relations,1
498871,53,Probacja,Poland,"Law, Sociology, Psychology, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",5
485355,53,Dialogues d'Histoire Ancienne - Supplément,France,"Classical Studies, History",2
343015,53,Nordisk Østforum,Norway,Political Sciences and International Relations,1
485684,53,Biblica et Patristica Thoruniensia,Poland,Religious Studies and Theology,1
485209,53,"RIMCIS, Revista Internacional y Multidisciplinar de Ciencias Sociales",Spain,"Interdisciplinary research in the Social Sciences, Sociology",2
486738,53,Trabajo Social Global: revista de investigaciones en intervención social,Spain,"Interdisciplinary research in the Social Sciences, Sociology",2
486311,53,"International Journal of Pedagogy, Innovation and New Technologies",Poland,"Sociology, Pedagogical & Educational Research, Interdisciplinary research in the Social Sciences",3
484163,53,Troianalexandrina. Anuario sobre Literatura Medieval de Materia Clasica. Journal on medieval literature containing classical material,Spain,"Classical Studies, History, Literature",3
497121,53,Наукові записки Інституту законодавства Верховної Ради України,Ukraine,"Economics, Law, Political Sciences and International Relations, Interdisciplinary research in the Social Sciences",4
497953,52,"CLINA: An interdisciplinary journal of translation, interpreting and intercultural communication",Spain,Linguistics,1
486804,52,Internal Security,Poland,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Law, Pedagogical & Educational Research, Psychology",5
488691,52,Claridades. Revista de filosofía,Spain,Philosophy,1
483654,52,European journal of life writing,Netherlands,"History, Interdisciplinary research in the Humanities, Literature",3
498973,52,Comunicación y Género,Spain,"Gender Studies, Media Studies and Communication, Interdisciplinary research in the Social Sciences",3
490513,52,Warszawskie Studia Teologiczne,Poland,Religious Studies and Theology,1
498909,52,Mental Health: Global Challenges Journal,Italy,"Philosophy, Psychology, Interdisciplinary research in the Social Sciences",3
489733,52,Krízový manažment,Slovakia,"Business and Management, Economics, Interdisciplinary research in the Social Sciences",3
490583,52,De Arte. Revista de Historia del Arte,Spain,Art and Art History,1
490726,52,Revista Iberoamericana de Bioética,Spain,Philosophy,1
481605,52,Kwartalnik Historii Nauki i Techniki,Poland,History & Philosophy of Science,1
488619,52,IJERI: International Journal of Educational Research and Innovation,Spain,"Interdisciplinary research in the Social Sciences, Pedagogical & Educational Research",2
503235,52,Erdélyi Jogélet,Romania,Law,1
491605,52,Small Business International Review,Spain,Economics,1
485030,52,Prawo Budżetowe Państwa i Samorządu,Poland,Law,1
496737,52,MAGISTER. Revista de formación del profesorado e innovación educativa,Spain,Pedagogical & Educational Research,1
484875,52,"Libellarium: journal for the research of writing, books, and cultural heritage institutions",Croatia,"Library and Information Science, Media Studies and Communication",2
495275,52,"Language, Culture and Society",Netherlands,"Anthropology, Linguistics",2
503383,52,Central European Review of Economics and Management,Poland,"Business and Management, Economics, Environmental Studies, Interdisciplinary research in the Social Sciences",4
485153,52,Brünner Beiträge zur Germanistik und Nordistik,Czechia,"Cultural Studies, Linguistics, Literature, Media Studies and Communication",4
485276,52,Annales Universitatis Paedagogicae,Poland,"Cultural Studies, Media Studies and Communication",2
488709,51,Innovación Educativa,Spain,Pedagogical & Educational Research,1
487087,51,Harvard Deusto Business Research,Spain,"Business and Management, Economics",2
472107,51,Anales de Documentación,Spain,Library and Information Science,1
488358,51,Наукові записки Харківського національного педагогічного університету імені Г.С. Сковороди 'Літературознавство',Ukraine,Literature,1
485815,51,Escritura e imagen,Spain,Philosophy,1
442680,51,Journal of Consciousness Studies,United Kingdom,"Philosophy, Psychology",2
503231,51,Management of Sustainable Development,Romania,"Business and Management, Economics, Environmental Studies",3
496580,51,Revista Practicum,Spain,Interdisciplinary research in the Social Sciences,1
497169,51,Anuario Español de Derecho Internacional,Spain,Law,1
490011,51,Eunomía. Revista en Cultura de la Legalidad,Spain,Law,1
494042,51,De Medio Aevo,Spain,"Art and Art History, History, Cultural Studies, Literature, Musicology, Philosophy, Religious Studies and Theology, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",9
486570,51,Journal of Chinese Humanities,Netherlands,"History, History & Philosophy of Science, Interdisciplinary research in the Humanities, Literature",4
486143,51,Historical Review/La Revue Historique,Greece,"Cultural Studies, History, History & Philosophy of Science, Literature",4
484936,51,Journal of Open Psychology Data,United Kingdom,"Interdisciplinary research in the Social Sciences, Psychology",2
485283,51,Linguistica Copernicana,Poland,Linguistics,1
447915,51,Tropelías: Revista de Teoría de la Literatura y Literatura Comparada,Spain,Literature,1
490022,51,ExELL (Explorations in English Language and LInguistics),Bosnia and Herzegovina,Linguistics,1
497918,51,Облік і фінанси,Ukraine,"Business and Management, Economics",2
478069,51,Cultural History,United Kingdom,"Cultural Studies, History",2
485949,51,Revista Internacional de Relaciones Públicas,Spain,"Interdisciplinary research in the Social Sciences, Media Studies and Communication",2
496391,51,Revista de Estudios Kantianos,Spain,Philosophy,1
503361,50,Orbit: A Journal of American Literature,,Literature,1
484072,50,Slovenska Politologicka Revue,Slovakia,Political Sciences and International Relations,1
493578,50,C21 Literature: Journal of 21st Century Writings,United Kingdom,"Gender Studies, Cultural Studies, Media Studies and Communication, Literature, Philosophy",5
486299,50,Środowisko Mieszkaniowe,Poland,"Human Geography and Urban Studies, Interdisciplinary research in the Humanities, Science and Technology Studies",3
501902,50,Ethics in Progress,Poland,"Pedagogical & Educational Research, Philosophy, Psychology, Interdisciplinary research in the Social Sciences",4
484841,50,Libri & Liberi,Croatia,"Interdisciplinary research in the Humanities, Literature",2
483955,50,Lubelski Rocznik Pedagogiczny,Poland,Pedagogical & Educational Research,1
471772,50,Passato e Presente,Italy,History,1
489862,50,"Debats. Revista de cultura, poder i societat",Spain,"Cultural Studies, Gender Studies, History, Human Geography and Urban Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Literature, Media Studies and Communication, Philosophy, Sociology",10
483126,50,Archaeologia Lituana,Lithuania,Archaeology,1
486193,50,Zdrowie Publiczne i Zarządzanie,Poland,"Business and Management, Demography, Sociology",3
484814,50,Celoživotní Vzdělávání,Czechia,Pedagogical & Educational Research,1
484935,50,Journal of Open Archaeology Data,United Kingdom,"Archaeology, History",2
497197,50,Молодь і ринок,Ukraine,Pedagogical & Educational Research,1
485846,50,Investigaciones Sobre Lectura (ISL),Spain,"Linguistics, Pedagogical & Educational Research",2
484871,50,Stan Rzeczy,Poland,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Sociology",3
486516,50,European Journal of Comparative Law and Governance,Netherlands,Law,1
496996,50,Building & Management,Spain,"Business and Management, Science and Technology Studies",2
489135,50,Kwartalnik Młodych Muzykologów UJ,Poland,"Interdisciplinary research in the Social Sciences, Musicology",2
482990,50,Studia Universitatis Babeş-Bolyai. Studia Europaea,Romania,"Interdisciplinary research in the Social Sciences, Political Sciences and International Relations",2
490974,50,Etic@net. Revista científica electrónica de Educación y Comunicación en la Sociedad del Conocimiento,Spain,Pedagogical & Educational Research,1
502933,49,Przegląd Prawa Rolnego,Poland,Law,1
490073,49,Acta Neophilologica,Poland,"Cultural Studies, Linguistics, Literature, Interdisciplinary research in the Humanities",4
480198,49,New Medieval Literatures,Belgium,Literature,1
477950,49,Zeitschrift für interkulturelle Germanistik,Germany,"Linguistics, Literature",2
488772,49,Journal of Media Critiques,United Kingdom,"Cultural Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Media Studies and Communication, Political Sciences and International Relations, Social Statistics and Informatics",6
480317,49,Revista iberoamericana de estudios de desarrollo,Spain,Interdisciplinary research in the Social Sciences,1
469253,49,Estetika: The European Journal of Aesthetics (EEJA),"Czechia, Finland","Art and Art History, Philosophy",2
482066,49,Folia Praehistorica Posnaniensia,Poland,Archaeology,1
485462,49,Revista Electrónica de Estudios Internacionales,Spain,"Law, Political Sciences and International Relations",2
497287,49,Open Psychology,Poland,Psychology,1
438341,49,Barnboken,Sweden,Literature,1
476200,49,Studia z Zakresu Prawa Pracy i Polityki Społecznej,Poland,Law,1
485826,49,Foro. Revista de ciencias jurídicas y sociales,Spain,"Law, Political Sciences and International Relations",2
481649,49,Pedagogika (Praha),Czechia,Pedagogical & Educational Research,1
448139,48,Wiener Studien : Zeitschrift fyr klassische Philologie und Patristik,Austria,"Religious Studies and Theology, Classical Studies",2
