OC_omid,issn,EP_id,Publications_in_venue,Open Access
61902129268,"['0210-4547', '1988-2351']",437657,139,Unknown
62301053506,['2196-0739'],480392,139,True
6901861920,"['2009-0048', '0035-8991']",481676,139,Unknown
62601873625,['1426-8876'],484079,139,True
62401961913,"['2386-3889', '0213-2079']",482022,139,True
61501900002,"['0132-6503', '2345-0045']",481861,139,True
639013300,"['2211-3789', '2211-3770']",485366,138,Unknown
61802209823,['0484-8616'],446607,138,Unknown
6303014120,"['1940-7890', '1940-7882']",485093,138,Unknown
62401847827,"['1804-6665', '1804-6657']",484961,138,Unknown
6502528015,"['2034-645X', '0778-9750']",443315,138,Unknown
6220855082,"['2194-5071', '1016-362X']",471302,138,Unknown
621047729,"['2210-4380', '2210-4372']",477333,138,Unknown
61302178630,"['2398-6808', '2398-6816']",493604,138,Unknown
62501577330,"['2571-0613', '1803-9782']",488044,137,True
61101225951,"['1698-7799', '1698-7802']",474369,137,True
62101934321,"['2340-3659', '1139-1472']",482920,137,True
6201074912,"['1133-2654', '1989-8614']",496439,137,True
62401847964,['1804-8285'],484865,137,Unknown
6140728935,"['2631-9713', '1472-9474']",468545,137,True
629025109,"['2406-0739', '0350-0241']",498222,137,True
625088558,['2045-5879'],487040,136,Unknown
61601087553,"['1313-2644', '1313-2652']",486795,136,Unknown
61601638624,['2616-4868'],499779,136,True
6601357995,"['2047-7368', '2047-7376']",486786,136,Unknown
61402114299,['1989-9289'],483903,136,True
61101242896,"['1898-6447', '2545-3238']",496831,136,Unknown
6101086794,"['1989-6816', '0213-8093']",489580,136,Unknown
62301633261,['1450-3417'],475107,135,True
62101591270,"['2519-4089', '2519-4070']",494298,135,True
61801231940,['0354-5989'],488849,135,True
6120922859,['2632-6655'],499454,135,True
6401816463,"['1740-7141', '1743-1654']",484891,134,Unknown
61401778064,"['2055-348X', '2055-3498']",485320,134,Unknown
61401545170,"['0210-1696', '2530-0350']",489931,134,True
6502585567,['0080-2654'],446634,134,Unknown
62035997,"['2543-8859', '2353-9178']",498796,134,Unknown
61202385938,"['1419-0222', '2064-5929']",487666,134,True
640928376,"['2037-7932', '2037-7924']",494892,134,True
6802531179,['2256-0173'],505230,134,True
632018878,"['1757-0344', '1757-0352']",485468,134,Unknown
61302117934,"['1897-8649', '2080-2145']",475532,134,Unknown
6702762807,"['1234-7655', '2450-0291']",485455,133,True
64049431,"['2352-1805', '2352-1813']",485364,133,Unknown
61102118704,['2564-8837'],502333,133,Unknown
622064595,"['2214-9961', '2214-9953']",486806,133,Unknown
6402559435,"['1578-7001', '2386-6292']",497171,133,True
62301654667,"['1132-1873', '1988-2858']",486520,132,Unknown
6502324680,"['2412-8368', '2414-1305']",499412,132,True
6220919538,['1695-2618'],484634,132,True
61602025249,"['2350-4226', '2232-5131']",485001,132,True
6402313665,"['2014-9719', '1695-6885']",468463,132,True
6701834931,['1689-6637'],485004,132,True
6701655987,"['2398-9777', '2398-9785']",496691,132,Unknown
6503089513,"['1757-6822', '1757-6830']",493221,132,Unknown
6401648784,"['1871-2428', '1871-241X']",483464,132,Unknown
6702977954,"['2065-9652', '1220-0484']",471049,132,Unknown
61801629343,"['2183-3796', '0870-4147']",482556,131,True
62301977401,['2444-2925'],486734,130,True
61901931886,['2195-7819'],481014,130,Unknown
650658942,"['1751-2689', '1751-2697']",485244,130,Unknown
61902008076,"['0871-4657', '1647-8606']",493478,130,True
6180634502,"['2515-1088', '2515-1096']",494114,130,Unknown
61402114221,['1989-9068'],486052,130,True
61302612305,"['2046-987X', '2046-9861']",486911,130,Unknown
62301089391,"['1742-2906', '1743-1662']",469861,130,Unknown
62201631263,['1733-9758'],496754,130,Unknown
61601592855,"['0352-3713', '2683-5711']",502421,129,True
62601710800,"['1896-2122', '2392-1226']",484553,129,True
6801412944,"['2336-436X', '1212-0391']",484043,129,True
61201470926,"['1877-3109', '1877-3095']",475992,129,Unknown
61102154400,['2080-5926'],485054,129,True
6401816420,"['1740-7133', '1743-1646']",470311,129,Unknown
6250709411,"['2040-4352', '2040-4344']",476974,129,Unknown
6601813260,"['1569-9846', '1566-5844']",443015,128,True
6501654079,"['0214-9745', '2340-1362']",482043,128,True
61401985111,"['1989-1385', '2529-9727']",485162,128,True
6702753531,"['1731-6375', '2449-8289']",493160,128,True
61101503706,"['1010-9161', '2409-5540']",468610,127,Unknown
6160961219,['0017-9655'],483931,127,Unknown
61501739149,['1886-4805'],471993,127,True
6220919616,['1699-3950'],475044,127,True
6101679204,"['2082-9701', '2720-0078']",485412,127,Unknown
62501577317,"['1803-845X', '2336-4548']",488996,127,Unknown
61902141692,"['2183-0452', '0871-9187']",474042,127,True
61303285261,"['1568-5241', '1567-715X']",444222,127,Unknown
69045580,"['0208-6069', '2450-2782']",493759,127,True
62101991066,"['2050-1706', '2050-1714']",487443,127,Unknown
6220156517,"['2037-7177', '0392-7342']",440187,127,Unknown
61501265775,['2254-0059'],485097,127,True
61501900126,"['2345-0053', '0204-2061']",473343,126,True
6802354582,"['2324-7800', '2324-7797']",483615,126,Unknown
6101739623,"['0137-4346', '2544-3135']",496806,126,Unknown
6901717891,"['1800-7473', '1800-6450']",487984,126,True
62301654518,"['1988-2718', '0556-6533']",482382,126,Unknown
61801584150,"['1998-6041', '1998-605X']",478559,126,True
61701467442,"['2554-3415', '2554-3555']",491157,126,True
621052021,"['0809-2044', '1504-288X']",341289,126,True
61803035448,['0013-9513'],481558,126,Unknown
61102792643,"['1539-6053', '1529-1006']",446193,126,Unknown
6402172092,['2341-2690'],488300,126,True
61501934146,"['0038-0377', '1865-5106']",481698,125,Unknown
65045068,['2300-5599'],491591,125,True
6202871526,"['2171-679X', '0495-4548']",447735,125,True
6202803098,"['2082-8594', '2391-7636']",485245,125,True
62501559779,"['1991-0177', '1999-818X']",486266,125,True
61201761940,['1899-6256'],485230,125,True
6101870101,"['1989-9971', '1133-0473']",494160,125,True
619057685,['2386-4915'],490304,125,True
61102193376,"['1989-6131', '1578-7044']",478852,125,True
62201846921,"['2046-6706', '2046-6692']",486252,125,Unknown
6602451559,"['2340-2792', '0214-7564']",472734,125,True
61401802963,"['2104-3868', '0035-0737']",446572,125,Unknown
61501815904,"['2172-3958', '2172-7155']",485827,125,Unknown
650687038,['2052-5397'],487750,125,True
62401901183,"['2255-3495', '0213-201X']",498314,125,Unknown
6702753628,['1731-7517'],485206,124,True
61902007964,"['1647-7723', '0872-8941']",488689,124,True
62602814992,"['1759-7633', '0737-5034']",478836,123,Unknown
62601430772,"['1756-5839', '1756-5847']",485197,123,Unknown
61402641461,"['2523-4293', '1811-3141']",497360,123,Unknown
61025030,"['2707-0085', '1560-4926']",498425,123,Unknown
61075097,['1646-5954'],470681,123,True
690470457,"['2210-5697', '2210-5700']",485937,123,Unknown
6302308058,"['2040-4697', '2040-4689']",479107,123,Unknown
6901593847,"['0024-1415', '2295-8991']",481609,123,Unknown
618045991,['2340-5104'],486868,123,True
61201658365,"['1133-5351', '2174-5676']",484033,123,Unknown
622036315,"['2194-6507', '1941-1928']",475840,123,Unknown
65042425,"['2211-7245', '2211-7253']",484534,123,True
6101288226,['0323-7982'],448266,122,Unknown
61301711330,['2531-0720'],503544,122,True
6102138250,"['2045-9815', '2045-9807']",493666,122,Unknown
62301787330,"['2295-9041', '2031-5937']",485406,122,Unknown
6802804945,['1503-8599'],342861,122,True
660494081,"['2041-6938', '2041-6946']",477061,122,Unknown
61202011436,['0947-9511'],442890,122,Unknown
680773438,"['2042-1362', '0952-4142']",470589,122,Unknown
61102460135,"['2194-508X', '0943-8610']",450894,122,Unknown
61201207770,"['2286-0428', '1584-3734']",484863,122,True
62301654606,"['1988-2831', '1131-558X']",482877,122,True
61203019084,"['2030-9902', '1782-7183']",476101,121,Unknown
6101643924,"['2254-9099', '1885-446X']",484913,121,True
61302633869,"['2054-7668', '2054-7676']",485806,121,Unknown
62601863590,"['1733-3180', '2451-3547']",496670,121,True
6802296539,"['2214-3157', '2214-3165']",485250,121,Unknown
62501814967,"['1760-8430', '0035-1652']",446601,121,Unknown
61902411535,['2303-5013'],487248,121,True
61902083162,['2048-0792'],483608,121,True
62601817244,['2367-8194'],493415,121,True
6701318343,"['1865-5599', '0340-0174']",448271,120,Unknown
62102004551,"['0258-0802', '1648-1143']",482098,120,True
6302620991,"['2217-8147', '2334-9638']",496817,120,True
6903158944,"['0776-0116', '2295-2667']",482489,120,Unknown
6101717166,['1759-0434'],489166,120,True
6901694378,"['0332-5024', '1504-2960']",343246,119,True
6702284676,"['2313-8114', '2518-1254']",502344,119,Unknown
61501840192,['2000-0898'],480855,119,Unknown
6602168251,"['2569-653X', '1896-1800']",483539,119,True
61601065319,"['0211-8483', '2695-415X']",486256,119,True
630480765,['2413-9009'],487884,119,True
62502127685,"['0212-0429', '2605-3314']",474651,119,True
660969488,"['1558-5476', '1357-1559']",470627,119,Unknown
61301554244,"['1133-4770', '2530-0075']",471103,119,Unknown
61101057779,"['1130-0531', '1988-2548']",472504,118,True
61801157220,"['1788-4934', '1788-7119']",486115,118,True
6501602488,['1699-8154'],472835,118,True
6901889715,"['2631-3561', '2356-9980']",503851,118,True
62601609929,['0860-5734'],484737,118,True
61701987258,['2169-8260'],480785,118,True
6701818497,"['1844-8801', '1583-5812']",488057,117,True
6502223165,"['0213-0130', '2659-9678']",498192,117,True
62101688899,['1370-7493'],478631,117,Unknown
6901318344,"['2034-6492', '0226-0174']",484450,117,Unknown
61802437575,"['2413-8738', '2077-1800']",490396,117,True
625088595,"['2045-5895', '2045-5909']",480011,117,Unknown
6130396666,"['1866-7473', '1866-7481']",476998,117,Unknown
6801665137,"['0023-0707', '2196-8020']",444170,117,Unknown
640330351,"['1392-1517', '2029-8315']",486159,117,True
62101806187,['2205-2062'],504104,116,True
6101644971,"['2254-9307', '1133-3634']",484031,116,Unknown
6602371752,['2391-8306'],485984,116,True
6601517774,"['2211-792X', '2211-7954']",479006,116,Unknown
6502262923,['2066-7779'],484538,116,True
6901741068,"['1569-2124', '1569-2116']",470991,116,Unknown
639034513,"['1752-2358', '1465-2609']",475627,116,Unknown
61101908036,"['2695-6462', '0015-6043']",487269,116,True
61901930424,"['2661-5150', '2661-5290']",499498,116,True
619042509,"['1584-5397', '1583-3410']",476148,116,Unknown
6603226974,['1893-3211'],479096,116,True
61101667194,"['2334-816X', '2334-8356']",502252,115,True
690244234,"['1576-2661', '2444-9121']",488564,115,True
62401678013,"['2194-6531', '1938-2545']",485138,115,Unknown
62101769761,"['2507-0371', '1792-2593']",485420,115,Unknown
61602158958,['2300-5076'],486684,115,True
61301859141,['1644-8855'],502815,115,Unknown
61702037905,"['0350-3828', '2217-947X']",488316,115,True
61801615603,"['2617-2119', '2617-2909']",499563,115,Unknown
61602146564,['1989-6425'],490928,115,True
6201773724,"['2657-599X', '0033-2194']",450992,115,Unknown
6402172064,['2341-2593'],486100,115,True
61601906391,['2081-8130'],486167,115,True
62202682682,['1885-5210'],490143,114,True
6901497826,"['2560-4805', '2217-8821']",504318,114,True
6501501706,['1989-0397'],497001,114,True
62201935949,"['2415-7422', '2415-7430']",493853,114,True
6701309421,"['1753-8629', '2041-1022']",484976,114,Unknown
6601590693,['1134-7937'],482906,114,Unknown
62301654568,"['1988-2815', '0212-999X']",471158,114,True
6502357953,['0025-0260'],481619,114,Unknown
61201940807,"['1019-5297', '2706-8803']",499316,114,Unknown
62301977325,['2444-1309'],491584,114,True
62101883679,['2416-089X'],491134,113,Unknown
6230716735,"['2040-3240', '2040-3232']",476973,113,Unknown
62602105143,"['1805-952X', '1802-9930']",480301,113,Unknown
61701881613,"['1286-9449', '2259-3799']",483029,113,Unknown
690459593,['2274-2042'],493757,113,True
626062791,"['1426-5915', '2543-859X']",490933,113,True
660771630,"['2428-3711', '2428-3614']",498834,113,Unknown
6160360840,"['2657-9545', '0033-2372']",486479,113,Unknown
62401656198,"['1886-7081', '2792-4629']",484845,113,Unknown
62301049587,['2084-1264'],484799,112,True
61301995526,"['1451-4354', '2466-5495']",496397,112,True
6802247532,['0211-9536'],341154,112,Unknown
61301863545,"['0327-0289', '2468-0974']",482174,112,Unknown
643037927,"['1472-3808', '2167-4027']",483209,112,Unknown
6502768722,['0165-9367'],468687,112,Unknown
62401302338,"['2048-7827', '1547-402X']",484109,112,Unknown
6401624894,['2543-6821'],493269,112,Unknown
6501627707,"['2543-8565', '2082-792X']",490867,111,Unknown
6102435361,['2228-0987'],471784,111,Unknown
6160167738,"['0038-982X', '2217-3986']",503713,111,True
61201658554,['2174-5609'],485616,111,True
61503093566,['0035-1849'],468677,111,Unknown
62101974729,"['1137-2311', '2603-6967']",471275,110,True
62501405810,"['2335-2388', '1392-8295']",498645,110,True
61801633121,"['2544-4972', '2081-4488']",484726,110,Unknown
62401990796,"['2253-8321', '1132-0265']",471053,110,True
6601752282,"['2002-4509', '0046-8444']",342520,110,True
61101674064,"['2051-7106', '2051-7114']",486838,110,Unknown
6401677941,"['2336-6052', '1212-1428']",488928,110,True
61801734858,['1887-4460'],492996,110,True
62301654716,"['0210-4210', '1988-2890']",485699,110,True
61401981345,"['2306-3971', '2521-1056']",496553,110,True
614038267,"['0801-3322', '1504-3134']",339944,109,Unknown
6230716770,"['2040-3283', '2040-3275']",486833,109,Unknown
6501654142,"['1130-0124', '2340-1451']",482868,109,True
61701499865,"['2108-7083', '1779-4684']",484393,109,Unknown
61402047736,"['2196-9655', '2196-9663']",487433,109,True
6201852534,"['1135-7991', '1988-4001']",472372,109,True
6502392288,"['1640-7806', '2544-8900']",486399,109,Unknown
61701436406,"['2226-3012', '2412-124X']",490367,108,True
6101086967,"['1139-9368', '1989-8193']",485695,108,True
61701994183,"['2644-6359', '2585-7088']",498185,108,True
62401848012,"['1804-848X', '2336-1220']",477636,108,True
6501694381,"['2230-6579', '2230-6587']",485145,108,Unknown
6901833131,"['1562-918X', '2666-9323']",483253,108,Unknown
690309254,"['0809-1668', '1503-2086']",339883,108,True
6901717073,"['2197-8638', '2197-8646']",484569,108,True
6601475227,['2033-8732'],490152,108,Unknown
61802437422,"['2413-8231', '2311-6420']",490398,107,True
62301754112,"['2064-8243', '2063-9538']",487696,107,Unknown
6501711851,"['1579-3311', '2386-4745']",483284,107,True
61902129420,"['0214-4018', '1988-2475']",439631,107,True
62301749323,"['2519-898X', '2519-8971']",493932,107,Unknown
6302314469,"['2543-7011', '2451-3539']",490460,107,True
6901382817,"['1754-923X', '1754-9221']",481030,106,Unknown
6101421179,['2174-0747'],488048,106,True
6102171770,['2013-6196'],485911,106,True
61801461160,['2557-0633'],501861,106,True
62301559079,['1664-0136'],480524,106,True
61701591099,"['0352-5317', '1849-0840']",489607,106,True
61101615050,"['2620-0406', '0354-8872']",491148,106,True
6402443179,['1509-5304'],484103,106,Unknown
6103185096,"['1878-1373', '1878-1527']",480947,106,Unknown
61202753888,"['0081-8933', '2507-0428']",473378,106,Unknown
61902129452,"['1988-2491', '0214-6452']",482040,106,True
61101900646,"['1641-4233', '2300-8695']",484830,105,True
62401432191,"['2516-6298', '2516-6301']",496932,105,Unknown
6401496763,['2340-8413'],485832,105,True
62302145269,"['1867-1705', '1867-1691']",475752,105,True
61401984242,"['2047-2153', '0021-1427']",442177,105,Unknown
61901267075,"['2544-9338', '2544-9435']",501954,105,True
62201053528,['2082-3304'],485957,105,True
62201928398,['2340-4876'],486049,105,True
6401731913,"['1392-1681', '2424-6034']",498682,104,True
6101067968,"['2215-1486', '2215-1478']",481319,104,Unknown
6602412799,['0076-5147'],483944,104,True
61501961097,['0023-5938'],481608,104,Unknown
62301076543,"['2213-4905', '2213-4913']",486511,104,Unknown
61901944076,"['0081-6477', '2397-4532']",481816,104,Unknown
62301654546,"['0214-400X', '1988-2734']",482037,104,True
62501759330,"['2666-4275', '2666-4283']",499836,104,Unknown
6801361847,"['2589-8051', '1878-5417']",476735,103,Unknown
6402234853,['1233-6688'],483001,103,Unknown
62201861521,"['2340-2776', '0212-8594']",483968,103,True
6302405594,"['2312-0665', '2312-7546']",488360,103,Unknown
643034924,"['2449-9048', '2083-3296']",485855,103,True
61501265842,"['2174-047X', '2254-1756']",485828,103,True
680420051,"['2194-8313', '2194-8305']",485369,103,Unknown
61302206429,"['2351-6542', '2029-9370']",499338,102,Unknown
6701267538,"['2049-6737', '2049-6729']",480670,102,True
61501697021,['1338-8339'],484073,102,Unknown
61301042161,['0024-6964'],481614,102,Unknown
61401569349,"['2014-4520', '0211-3481']",487661,102,True
6190884632,['1802-3061'],487428,102,True
644025338,"['2683-4162', '0350-2120']",497951,102,True
62601009604,"['2295-9696', '0035-3620']",484488,102,Unknown
62101599246,"['2617-6688', '2414-5076']",497058,102,True
62201131855,['2081-1128'],490443,101,Unknown
6202310732,"['2336-2375', '1803-1617']",487210,101,True
6501712361,['2386-4540'],497237,101,True
6401820701,['2664-9837'],497967,101,True
6901416173,"['0167-3831', '1876-0759']",486487,101,Unknown
61901171396,"['2410-8286', '2409-3351']",498299,101,True
61101669670,['2174-5218'],484851,101,True
6150776907,"['1568-5268', '1387-6805']",445027,101,Unknown
62302236668,['2445-3064'],471066,101,True
61702005463,"['1451-7485', '2337-0351']",483854,101,True
61202049100,"['2014-881X', '0211-402X']",488792,100,True
61301659555,['2174-7210'],486561,100,True
61402399132,['2414-584X'],488278,100,True
61601681523,"['1887-8598', '1989-5143']",485898,100,Unknown
6702753520,['1731-6332'],502024,100,Unknown
61402422389,['0552-2188'],501744,100,Unknown
61701981419,"['2415-3397', '2309-1797']",493829,100,True
62202204408,"['2449-6839', '0860-6587']",485964,99,True
6201852552,"['1988-4125', '0211-3538']",482003,99,True
61902679340,"['1872-5457', '1872-5465']",475488,99,Unknown
6801675729,"['0350-3895', '1580-335X']",483989,99,Unknown
626050151,"['2067-2284', '1843-6587']",488527,99,True
6240588743,"['2213-140X', '2213-1418']",486331,99,Unknown
61902009194,"['1647-8614', '0870-418X']",482557,99,True
6101705938,"['2392-1641', '2450-0097']",494074,99,True
61401922239,"['2056-3256', '2056-3264']",497286,98,Unknown
6402361837,"['2166-2282', '2166-2290']",488551,98,True
615052405,['0860-3480'],502461,98,Unknown
61501900225,"['1648-2425', '2345-0266']",498668,98,True
61102131459,"['2334-6191', '1821-3448']",499200,98,True
61301089017,"['2406-0976', '1450-9814']",490848,98,True
62401990763,['1131-768X'],482880,98,True
6901602758,['1135-7789'],451184,98,Unknown
62601845881,['2409-9961'],498181,98,True
6802622942,"['1989-4007', '1889-1861']",476546,98,True
6202265773,"['2191-9399', '2191-9402']",477546,98,Unknown
61903322947,"['0025-9454', '1876-2816']",485851,98,Unknown
6802383594,['1314-7986'],493991,98,Unknown
620978796,"['0829-2922', '1747-5414']",483998,98,Unknown
690244306,['2444-9709'],497942,98,True
6502875876,['2171-9594'],479822,97,True
6103744705,"['1567-9896', '1570-0593']",438076,97,Unknown
6303081839,['2192-2276'],483630,97,Unknown
6401161057,"['2194-6299', '2151-7509']",485150,97,Unknown
62201875077,"['2421-3691', '2531-9817']",501961,97,Unknown
62303067850,"['0070-2749', '2468-9300']",439774,97,Unknown
6201825511,['1847-7755'],485403,97,True
62201762091,['2500-8870'],496985,97,True
6302808262,"['2031-0064', '1378-2274']",451874,97,Unknown
61901945176,"['2213-8714', '2213-8706']",485391,97,Unknown
6102563834,"['1125-3789', '2385-3042']",493859,97,True
6901277888,"['2451-2230', '1734-1582']",480079,97,Unknown
62501708051,"['1580-8122', '2591-2194']",483288,97,Unknown
61801978249,"['0352-7379', '2560-306X']",492923,96,True
62301943255,"['2415-7554', '2310-9262']",499485,96,True
616048875,"['2312-9387', '2312-1599']",488394,96,Unknown
6150849667,['2068-7249'],493428,96,Unknown
621057699,"['2559-6004', '1583-4387']",485205,96,True
61902141612,"['1646-9798', '2183-0088']",480839,96,True
6401714184,['2570-6179'],500319,96,True
62301654502,"['1132-8312', '1988-270X']",482891,96,Unknown
6301012486,"['1755-1641', '1350-7524']",478348,96,Unknown
6801611953,"['2199-6504', '1337-7590']",483795,96,True
6302308127,"['2040-512X', '2040-5111']",476935,96,Unknown
64061428,"['1314-8788', '1314-8796']",489833,96,Unknown
6701316029,"['1297-9112', '2780-9986']",505143,96,Unknown
6401646553,"['1741-6124', '1749-6268']",478845,95,Unknown
62201473625,"['2450-6966', '0324-8321']",503470,95,True
62401962549,"['2386-3919', '2386-3927']",490151,95,True
6801830674,['1584-1057'],478234,95,Unknown
6902020867,"['2365-3140', '2364-2807']",499547,95,True
62301654635,"['0034-8244', '1988-284X']",481665,95,True
6102297520,['2065-0574'],503139,95,Unknown
61701996604,['2519-5808'],502073,95,True
63209891,['1755-1560'],489168,95,True
62101628243,"['2544-6258', '2544-624X']",496796,95,Unknown
62601873639,"['1427-2008', '2449-7584']",498873,95,Unknown
62302687383,['1886-1881'],490261,95,True
61101306686,['1841-964X'],475936,95,True
6101680853,['2295-5739'],444433,94,Unknown
61802127712,"['1131-9062', '1988-2343']",482882,94,Unknown
6401681352,"['1848-9710', '1331-2294']",489095,94,True
613039879,['2450-4491'],491279,94,True
6502160011,"['2413-7634', '2312-3435']",504774,94,Unknown
64041731,"['1133-6595', '2013-035X']",477488,94,True
62501708068,"['2591-2240', '2591-2259']",479843,94,Unknown
6702552640,"['1748-3727', '2048-2906']",483410,94,Unknown
615052138,"['1641-2478', '2657-6023']",485070,94,True
6302308159,"['2040-5677', '2040-5669']",485805,94,Unknown
61401815352,"['2522-4786', '2076-7382']",504558,94,Unknown
6102435382,"['1736-8987', '2228-1339']",485747,93,True
6302310588,"['2336-2960', '2336-2952']",487007,93,True
6701746326,"['2522-9346', '2522-9338']",498710,93,Unknown
640677114,"['2391-4815', '0464-1086']",484754,93,True
61201901706,['2490-3647'],496469,93,True
6201665254,"['2719-4264', '1897-7146']",486102,93,True
6250709448,"['2040-4417', '2040-4425']",478705,93,Unknown
610826742,['2084-4506'],488315,93,Unknown
61401901174,"['0870-4546', '2183-2021']",482558,93,Unknown
630687170,"['2052-4900', '2052-4919']",485196,93,Unknown
62301484715,['2444-0221'],491170,93,True
639035801,"['0138-0680', '2449-836X']",481877,93,True
6201487570,['2066-0464'],486397,93,True
62401444212,"['1743-0615', '1743-0623']",470925,93,Unknown
67048230,['2065-1430'],486272,93,True
6501760713,"['2001-0168', '2001-015X']",484912,93,True
61601682071,"['1989-4651', '1130-0507']",482869,93,Unknown
61902679180,"['1569-7312', '1872-5163']",476310,93,Unknown
6502623660,"['2049-3029', '2049-3010']",480746,93,Unknown
6210874340,"['1802-5951', '1802-5943']",485048,92,Unknown
639035907,"['1899-1548', '2449-867X']",490954,92,True
650785728,"['2405-6480', '2405-6472']",487593,92,Unknown
61801886228,['2183-4938'],499097,92,True
6701605282,['2000-7493'],477076,92,True
6601279917,"['1740-2859', '1740-2867']",476615,92,Unknown
63044466,['2182-9543'],488750,92,True
62401641535,"['0214-3038', '1988-2971']",482036,92,True
61501468223,['2266-839X'],480883,92,True
63035614,"['0257-3784', '2212-9731']",485340,92,Unknown
6402398410,"['2544-7122', '2545-0719']",497126,92,True
6201317243,"['1988-3242', '1575-6866']",483271,92,True
62201053556,"['2083-4624', '1897-1059']",483873,92,Unknown
6301312506,"['1988-3285', '1138-9664']",485854,91,Unknown
6501654052,"['1131-7698', '2340-1354']",490317,91,True
62601985762,"['2353-7272', '2543-5973']",496609,91,Unknown
61701639728,['2616-5317'],498027,91,Unknown
62101757031,['0868-4731'],480017,91,True
61101908048,"['0147-3085', '2695-7183']",501789,91,True
61602239828,"['0986-6124', '1958-9239']",471685,91,Unknown
66042200,"['0035-7707', '2544-5200']",446675,91,Unknown
62401448011,['1470-9120'],474357,91,True
6601851952,['1988-7701'],493356,91,Unknown
62201651268,"['1131-9070', '1988-2637']",482883,91,Unknown
61601871421,"['0547-2504', '1848-865X']",450676,90,True
6801769333,"['2300-3065', '2300-1240']",485687,90,True
6201487545,['2065-9644'],478314,90,Unknown
61402114313,"['1889-4178', '1989-9335']",485104,90,Unknown
6801854665,['1989-9882'],489224,90,True
6302213574,"['2451-8913', '2451-8921']",489282,90,Unknown
62601817256,"['2367-8704', '2367-5705']",488379,90,True
640417635,"['2054-1988', '2054-1996']",488305,90,Unknown
61203072344,['0066-1554'],484358,90,Unknown
61602699085,"['1885-365X', '1885-9542']",499151,90,True
6602302307,['2353-3773'],501853,90,True
62101926565,"['2191-7442', '2193-5505']",478744,90,Unknown
61501440002,"['2083-8530', '2300-7605']",485005,90,True
62501438095,"['2245-6937', '0907-6182']",341406,89,True
690470503,"['2210-5832', '2210-5824']",478032,89,Unknown
6503217520,"['1634-4561', '2648-2789']",450554,89,Unknown
6301613589,['1212-7817'],438950,89,Unknown
62501127495,"['1805-790X', '2694-720X']",488323,89,Unknown
62503115695,"['2050-9804', '2050-9790']",486928,89,Unknown
639035917,"['1732-0917', '2449-8696']",485210,89,True
61301479094,"['2210-9730', '1708-7384']",486509,89,Unknown
639035781,"['2449-8351', '1643-0700']",496666,89,True
61702017176,['2351-5597'],489480,89,True
62501751592,['0208-7375'],476249,89,True
62101790675,['1695-6494'],473655,89,True
6602145307,"['2663-5143', '1563-3713']",499706,89,Unknown
61801480679,['2042-5937'],481470,89,True
62402126809,['2605-1044'],494251,89,True
61201709842,"['0213-2060', '2445-3595']",482021,89,True
62302420603,"['2312-8984', '2312-1661']",488397,89,Unknown
6101656238,['2172-9077'],485762,88,True
61401459172,['1575-5886'],438399,88,True
62301936377,"['2340-5236', '0211-2175']",451005,88,True
6502305004,"['2214-2304', '2214-2312']",485273,88,Unknown
61301565505,"['2450-1328', '1232-8766']",484059,88,True
6101614718,"['2553-6087', '2496-4476']",490688,88,Unknown
62301529441,"['2524-0757', '2524-0749']",501809,88,True
61801630343,"['0871-1623', '2183-4016']",490408,88,True
6501654228,"['2340-2539', '1134-0991']",490302,88,Unknown
62101579529,['2520-6524'],498304,88,Unknown
62401699449,['2243-4712'],489447,88,True
68039006,"['1932-9156', '2194-5861']",475468,88,Unknown
62101848655,"['1876-9055', '2212-7283']",484508,88,Unknown
61501567186,"['0025-7834', '2282-5940']",491282,88,Unknown
61201658440,"['2173-1675', '2174-5323']",499399,88,Unknown
61201786084,"['1594-5685', '2611-1128']",498155,87,True
61101418130,"['2353-7043', '1426-1898']",484078,87,True
6201593628,"['1757-1952', '1757-1960']",476737,87,Unknown
62401847875,['1804-7106'],483899,87,True
62202013871,"['2353-0758', '2300-6366']",486066,87,True
64062307,['0029-9138'],444879,87,Unknown
6502304967,"['2214-2290', '2214-2282']",483853,87,Unknown
62101934350,"['2340-4272', '1699-9495']",487483,87,Unknown
62501953802,"['1803-7402', '2336-4424']",485100,87,Unknown
6901431561,"['2353-5636', '2300-7648']",485016,87,True
6701331059,"['2222-1875', '2222-1867']",486445,87,True
6201086232,"['2451-0262', '2543-4292']",499574,86,True
61801074573,"['2213-4387', '2213-4638']",480641,86,Unknown
642060635,"['1749-3463', '1749-3471']",470010,86,True
670236662,"['2444-877X', '2444-8788']",497028,86,True
62601710851,"['2083-103X', '2392-1412']",486874,86,Unknown
621045386,['2300-1496'],486728,86,True
6502603998,['2360-0853'],493342,86,Unknown
63401417,"['2081-3430', '2544-0640']",500057,86,True
6802833725,"['2212-974X', '2212-9758']",485551,86,Unknown
62044417,"['0949-0345', '2196-6869']",484014,86,Unknown
61401992605,['2659-6881'],497213,86,True
6102324484,"['1331-8004', '1846-7520']",474343,86,True
62101967920,"['2217-2769', '2406-2324']",488848,85,True
629025197,['0350-0802'],487048,85,Unknown
62401927780,"['2530-9269', '1577-4147']",493623,85,True
6101422244,"['2174-0925', '0214-3402']",493344,85,True
61102194171,"['1576-4184', '1989-6115']",483274,85,Unknown
61801664005,"['1644-0749', '2450-0771']",496886,85,True
62401962571,['2386-3935'],488601,85,Unknown
